category,question,ground_truth,source_law_key,source_law_name,source_article_id,source_article_number,source_legal_nature
جرائم تقنية المعلومات,ما النص الذي يجرم الاعتداء على القيم الأسرية/حرمة الحياة الخاصة عبر الإنترنت (وما فكرته العامة)؟,يعاقب بالحبس مدة لا تقل عن ستة أشهر وبغرامة لا تقل عن خمسين ألف جنيه ولا تجاوز مائة ألف جنيه، أو بإحدى هاتين العقوبتين، كل من اعتدى على أى من المبادئ أو القيم الأسرية فى المجتمع المصرى أو انتهك حرمة الحياة الخاصة، أو أرسل بكثافة العديد من الرسائل الإلكترونية لشخص معين دون موافقته، أو منح بيانات شخصية إلى نظام أو موقع إلكترونى للترويج للسلع أو الخدمات دون موافقته، أو نشر عن طريق الشبكة المعلوماتية أو إحدى وسائل تقنية المعلومات معلومات أو أخبارًا أو صورًا وما فى حكمها تنتهك خصوصية أى شخص دون رضاه سواء كانت المعلومات المنشورة صحيحة أو غير صحيحة.,tech_crimes,قانون مكافحة جرائم تقنية المعلومات,EG-TECH-ART-025,25,تجريم وعقوبة
الأحوال الشخصية,ما الشروط العامة لاستحقاق الزوجة النفقة وفق قانون الأحوال الشخصية؟,تجب النفقة للزوجة من تاريخ العقد الصحيح وتشمل الغذاء والكسوة والمسكن والعلاج. لا تجب النفقة إذا ارتدت أو امتنعت عن تسليم نفسها أو خرجت بدون إذن. نفقة الزوجة دين على الزوج ولها امتياز على أمواله.,personal_status,قانون الأحوال الشخصية,EG-PSL-1920-ART-001,1,حكم تنظيمي
الأحوال الشخصية,متى تسقط نفقة الزوجة؟ (بصياغة عامة),تجب النفقة للزوجة من تاريخ العقد الصحيح وتشمل الغذاء والكسوة والمسكن والعلاج. لا تجب النفقة إذا ارتدت أو امتنعت عن تسليم نفسها أو خرجت بدون إذن. نفقة الزوجة دين على الزوج ولها امتياز على أمواله.,personal_status,قانون الأحوال الشخصية,EG-PSL-1920-ART-001,1,حكم تنظيمي
الأحوال الشخصية,ما القواعد العامة لحضانة الصغير وترتيبها في قانون الأحوال الشخصية؟,تنفذ أحكام تسليم الصغير أو ضمه أو رؤيته أو سكناه وفقاً للمادتين 67 و69 من القانون 1/2000 بالإجراءات المبينة في هذا القرار.,personal_status,قانون الأحوال الشخصية,EG-PSL-2000-MD1087-ART-001,1,حكم إجرائي
الأحوال الشخصية,ما الحالات العامة التي تتيح للزوجة طلب الطلاق للضرر؟,كنايات الطلاق لا يقع بها الطلاق إلا إذا نوى الزوج الطلاق.,personal_status,قانون الأحوال الشخصية,EG-PSL-1929-ART-004,4,حكم تنظيمي
الأحوال الشخصية,ما الفرق العام بين الطلاق والخلع من حيث الإجراءات والآثار؟,كنايات الطلاق لا يقع بها الطلاق إلا إذا نوى الزوج الطلاق.,personal_status,قانون الأحوال الشخصية,EG-PSL-1929-ART-004,4,حكم تنظيمي
الأحوال الشخصية,ما القواعد العامة لإثبات الزواج أو الطلاق عند النزاع؟,كنايات الطلاق لا يقع بها الطلاق إلا إذا نوى الزوج الطلاق.,personal_status,قانون الأحوال الشخصية,EG-PSL-1929-ART-004,4,حكم تنظيمي
الأحوال الشخصية,ما المبدأ العام في رؤية الصغير وتنظيمها؟,تنفذ أحكام تسليم الصغير أو ضمه أو رؤيته أو سكناه وفقاً للمادتين 67 و69 من القانون 1/2000 بالإجراءات المبينة في هذا القرار.,personal_status,قانون الأحوال الشخصية,EG-PSL-2000-MD1087-ART-001,1,حكم إجرائي
الأحوال الشخصية,ما هي المستندات العامة المطلوبة لرفع دعوى نفقة؟,لا تسمع دعوى نفقة العدة لأكثر من سنة من تاريخ الطلاق، ولا دعوى الإرث للمطلقة بعد سنة من الطلاق.,personal_status,قانون الأحوال الشخصية,EG-PSL-1929-ART-017,17,حكم تنظيمي
الأحوال الشخصية,ما القواعد العامة لإثبات دخل الزوج في دعوى نفقة؟,تجب النفقة للزوجة من تاريخ العقد الصحيح وتشمل الغذاء والكسوة والمسكن والعلاج. لا تجب النفقة إذا ارتدت أو امتنعت عن تسليم نفسها أو خرجت بدون إذن. نفقة الزوجة دين على الزوج ولها امتياز على أمواله.,personal_status,قانون الأحوال الشخصية,EG-PSL-1920-ART-001,1,حكم تنظيمي
الأحوال الشخصية,ما هي الآثار العامة لثبوت النسب؟,لا تسمع دعوى النسب إذا ثبت عدم التلاقي بين الزوجين، أو أتت الزوجة بالولد بعد سنة من غيبة الزوج أو طلاقها أو وفاته.,personal_status,قانون الأحوال الشخصية,EG-PSL-1929-ART-015,15,حكم تنظيمي
الأحوال الشخصية,ما الإجراءات العامة لعمل إعلام وراثة؟,لا يلزم اتباع إجراءات الحصر والتحفظ إذا كان المال لا يتجاوز 3000 جنيه.,personal_status,قانون الأحوال الشخصية,EG-PSL-2000-ART-035,35,حكم إجرائي
الأحوال الشخصية,كيف تُقدَّر نفقة الصغير بشكل عام؟,تنفذ أحكام تسليم الصغير أو ضمه أو رؤيته أو سكناه وفقاً للمادتين 67 و69 من القانون 1/2000 بالإجراءات المبينة في هذا القرار.,personal_status,قانون الأحوال الشخصية,EG-PSL-2000-MD1087-ART-001,1,حكم إجرائي
الأحوال الشخصية,ما الفرق بين نفقة الزوجة ونفقة الصغير؟,تجب النفقة للزوجة من تاريخ العقد الصحيح وتشمل الغذاء والكسوة والمسكن والعلاج. لا تجب النفقة إذا ارتدت أو امتنعت عن تسليم نفسها أو خرجت بدون إذن. نفقة الزوجة دين على الزوج ولها امتياز على أمواله.,personal_status,قانون الأحوال الشخصية,EG-PSL-1920-ART-001,1,حكم تنظيمي
الأحوال الشخصية,ما القواعد العامة للمتعة والمؤخر بعد الطلاق؟,كنايات الطلاق لا يقع بها الطلاق إلا إذا نوى الزوج الطلاق.,personal_status,قانون الأحوال الشخصية,EG-PSL-1929-ART-004,4,حكم تنظيمي
الأحوال الشخصية,متى تُمنع الحاضنة من الحضانة بشكل عام؟,يجوز للنيابة العامة إصدار قرار مسبب بتسليم الصغير مؤقتاً لمن تتحقق مصلحته معها عند وجود نزاع على الحضانة.,personal_status,قانون الأحوال الشخصية,EG-PSL-2000-ART-070,70,حكم إجرائي
القانون المدني,ما المقصود بالالتزام في القانون المدني؟,في الالتزام ببذل عناية يوفي المدين بالتزامه ببذل عناية الشخص العادي، ويبقى مسؤولاً عن الغش والخطأ الجسيم.,civil_law,القانون المدني المصري,EG-CIVIL-ART-0211,211,التزام / حكم تقريري
القانون المدني,ما الفرق بين البطلان المطلق والبطلان النسبي في القانون المدني؟,العقد الباطل يجوز لكل ذي مصلحة التمسك ببطلانه وللمحكمة القضاء به تلقائياً، ولا يزول بالإجازة. وتسقط دعوى البطلان بـ15 سنة.,civil_law,القانون المدني المصري,EG-CIVIL-ART-0141,141,تعريف / حكم تقريري
القانون المدني,متى يكون العقد قابلاً للإبطال؟,إذا بطل شق من العقد بطل وحده، إلا إذا تبين أن العقد ما كان ليتم بدونه فيبطل كله (انتقاص العقد).,civil_law,القانون المدني المصري,EG-CIVIL-ART-0143,143,تعريف / حكم تقريري
القانون المدني,ما هي أركان العقد في القانون المدني بإيجاز؟,إذا بطل العقد وتوافرت فيه أركان عقد آخر، يصح باعتباره ذلك العقد إذا كانت نية المتعاقدين تنصرف إليه (تحول العقد).,civil_law,القانون المدني المصري,EG-CIVIL-ART-0144,144,تعريف / حكم تقريري
القانون المدني,ما المقصود بالمسؤولية التقصيرية؟,كل خطأ سبب ضرراً للغير يُلزم مرتكبه بالتعويض (القاعدة العامة في المسؤولية التقصيرية).,civil_law,القانون المدني المصري,EG-CIVIL-ART-0163,163,التزام
القانون المدني,ما شروط استحقاق التعويض عن الفعل الضار؟,الالتزامات غير التعاقدية تخضع لقانون بلد وقوع الفعل المنشئ. لكن الأفعال الضارة في الخارج المشروعة في مصر لا تُعد غير مشروعة.,civil_law,القانون المدني المصري,EG-CIVIL-ART-0021,21,تعريف / حكم تقريري
القانون المدني,ما الفرق بين الفسخ والبطلان في العقود؟,في العقود الملزمة للجانبين، عند عدم الوفاء يجوز للدائن بعد الإعذار طلب التنفيذ أو الفسخ مع التعويض. ويجوز للقاضي منح أجل أو رفض الفسخ إذا كان الإخلال قليل الأهمية.,civil_law,القانون المدني المصري,EG-CIVIL-ART-0157,157,حق / رخصة
القانون المدني,ما المقصود بالإثراء بلا سبب وما أثره؟,تسقط دعوى الإثراء بلا سبب بـ3 سنوات من العلم أو 15 سنة من نشوء الحق.,civil_law,القانون المدني المصري,EG-CIVIL-ART-0180,180,إجراءات / تنظيم
القانون المدني,ما المقصود بالعيب في الرضا (غلط/تدليس/إكراه) بشكل عام؟,إذا أخطر المشتري البائع بالعيب في الوقت الملائم كان له الرجوع بالضمان وفق أحكام المادة 444.,civil_law,القانون المدني المصري,EG-CIVIL-ART-0450,450,حق / إحالة تشريعية
القانون المدني,ما القاعدة العامة في تنفيذ العقد بحسن نية؟,للمستحق طلب تنفيذ العقد أو فسخه مع التعويض إذا كان بعوض ولم يقم المدين بالتزامه.,civil_law,القانون المدني المصري,EG-CIVIL-ART-0746,746,جزاء
